Country,Time,HUF-USD Spot Exchange Rate
HU,1968-01,0.016666666666666666
HU,1968-02,0.016666666666666666
HU,1968-03,0.016666666666666666
HU,1968-04,0.016666666666666666
HU,1968-05,0.016666666666666666
HU,1968-06,0.016666666666666666
HU,1968-07,0.016666666666666666
HU,1968-08,0.016666666666666666
HU,1968-09,0.016666666666666666
HU,1968-10,0.016666666666666666
HU,1968-11,0.016666666666666666
HU,1968-12,0.016666666666666666
HU,1969-01,0.016666666666666666
HU,1969-02,0.016666666666666666
HU,1969-03,0.016666666666666666
HU,1969-04,0.016666666666666666
HU,1969-05,0.016666666666666666
HU,1969-06,0.016666666666666666
HU,1969-07,0.016666666666666666
HU,1969-08,0.016666666666666666
HU,1969-09,0.016666666666666666
HU,1969-10,0.016666666666666666
HU,1969-11,0.016666666666666666
HU,1969-12,0.016666666666666666
HU,1970-01,0.016666666666666666
HU,1970-02,0.016666666666666666
HU,1970-03,0.016666666666666666
HU,1970-04,0.016666666666666666
HU,1970-05,0.016666666666666666
HU,1970-06,0.016666666666666666
HU,1970-07,0.016666666666666666
HU,1970-08,0.016666666666666666
HU,1970-09,0.016666666666666666
HU,1970-10,0.016666666666666666
HU,1970-11,0.016666666666666666
HU,1970-12,0.016666666666666666
HU,1971-01,0.016666666666666666
HU,1971-02,0.016666666666666666
HU,1971-03,0.016666666666666666
HU,1971-04,0.016666666666666666
HU,1971-05,0.016666666666666666
HU,1971-06,0.016666666666666666
HU,1971-07,0.016666666666666666
HU,1971-08,0.016666666666666666
HU,1971-09,0.016666666666666666
HU,1971-10,0.016666666666666666
HU,1971-11,0.016666666666666666
HU,1971-12,0.01728327635613228
HU,1972-01,0.018096272167933407
HU,1972-02,0.018096272167933407
HU,1972-03,0.018096272167933407
HU,1972-04,0.018096272167933407
HU,1972-05,0.018096272167933407
HU,1972-06,0.018096272167933407
HU,1972-07,0.018096272167933407
HU,1972-08,0.018096272167933407
HU,1972-09,0.018096272167933407
HU,1972-10,0.018096272167933407
HU,1972-11,0.018096272167933407
HU,1972-12,0.018096272167933407
HU,1973-01,0.018096272167933407
HU,1973-02,0.019192458131652587
HU,1973-03,0.020105917975897024
HU,1973-04,0.020105917975897024
HU,1973-05,0.020105917975897024
HU,1973-06,0.020105917975897024
HU,1973-07,0.02104266400126256
HU,1973-08,0.021389276272448045
HU,1973-09,0.021389276272448045
HU,1973-10,0.021389276272448045
HU,1973-11,0.021389276272448045
HU,1973-12,0.021389276272448045
HU,1974-01,0.021389276272448045
HU,1974-02,0.021389276272448045
HU,1974-03,0.021389276272448045
HU,1974-04,0.021389276272448045
HU,1974-05,0.021389276272448045
HU,1974-06,0.021389276272448045
HU,1974-07,0.021389276272448045
HU,1974-08,0.021389276272448045
HU,1974-09,0.021389276272448045
HU,1974-10,0.021389276272448045
HU,1974-11,0.021389276272448045
HU,1974-12,0.021389276272448045
HU,1975-01,0.021604898262534082
HU,1975-02,0.021604898262534082
HU,1975-03,0.0229840146178333
HU,1975-04,0.0229840146178333
HU,1975-05,0.0229840146178333
HU,1975-06,0.0229840146178333
HU,1975-07,0.0229840146178333
HU,1975-08,0.0229840146178333
HU,1975-09,0.0229840146178333
HU,1975-10,0.0229840146178333
HU,1975-11,0.0229840146178333
HU,1975-12,0.0229840146178333
HU,1976-01,0.02421307506053269
HU,1976-02,0.02421307506053269
HU,1976-03,0.024152722494879625
HU,1976-04,0.023980815347721823
HU,1976-05,0.023980815347721823
HU,1976-06,0.023980815347721823
HU,1976-07,0.023980815347721823
HU,1976-08,0.023980815347721823
HU,1976-09,0.023980815347721823
HU,1976-10,0.023980815347721823
HU,1976-11,0.023980815347721823
HU,1976-12,0.02421307506053269
HU,1977-01,0.02421307506053269
HU,1977-02,0.02421307506053269
HU,1977-03,0.024233905657405276
HU,1977-04,0.024271844660194174
HU,1977-05,0.024271844660194174
HU,1977-06,0.024271844660194174
HU,1977-07,0.02435193415237005
HU,1977-08,0.02463054187192118
HU,1977-09,0.02463054187192118
HU,1977-10,0.02463054187192118
HU,1977-11,0.02463054187192118
HU,1977-12,0.02463054187192118
HU,1978-01,0.02512562814070352
HU,1978-02,0.02512562814070352
HU,1978-03,0.0256071454178574
HU,1978-04,0.02582177808763912
HU,1978-05,0.026434047052603753
HU,1978-06,0.026434047052603753
HU,1978-07,0.026434047052603753
HU,1978-08,0.026702269692923896
HU,1978-09,0.026702269692923896
HU,1978-10,0.026702269692923896
HU,1978-11,0.02767047781381089
HU,1978-12,0.028107257293833267
HU,1979-01,0.028107257293833267
HU,1979-02,0.028107257293833267
HU,1979-03,0.028107257293833267
HU,1979-04,0.028107257293833267
HU,1979-05,0.028107257293833267
HU,1979-06,0.028107257293833267
HU,1979-07,0.028107257293833267
HU,1979-08,0.028107257293833267
HU,1979-09,0.028107257293833267
HU,1979-10,0.028107257293833267
HU,1979-11,0.028107257293833267
HU,1979-12,0.028107257293833267
HU,1980-01,0.029411764705882353
HU,1980-02,0.029850746268656716
HU,1980-03,0.031314096040332556
HU,1980-04,0.030332719601306735
HU,1980-05,0.03067277668378207
HU,1980-06,0.03101390663573546
HU,1980-07,0.031201540108019732
HU,1980-08,0.03146088625316575
HU,1980-09,0.031018043195726954
